"","id","father","mother","gv","sex","gen","farm","pheno"
"301","1301","811","618",-0.00821916227360714,"M",1,2,2.41857888178074
"302","1302","651","596",0.328142831430783,"F",1,3,1.38272898566835
"303","1303","191","150",-0.807508573191689,"M",1,1,-0.967913166238236
"304","1304","653","920",0.0140614686291646,"F",1,1,-1.75087166309732
"305","1305","561","14",0.408196485224943,"M",1,3,5.26430591184363
"306","1306","209","876",0.266453460208768,"F",1,2,-0.472592758787175
"307","1307","889","700",-0.444662104643208,"M",1,2,0.98366870245336
"308","1308","259","880",-0.270621173511142,"F",1,1,-1.65262295939116
"309","1309","675","944",-1.18117903680805,"M",1,3,3.90674697627915
"310","1310","85","448",-0.889097736920046,"F",1,3,0.0629911320714225
"311","1311","741","430",-0.441193816840537,"M",1,3,2.58989902608365
"312","1312","639","462",-1.06557032604217,"F",1,2,-1.33646797379779
"313","1313","973","994",1.18808316403881,"M",1,1,3.38171899688395
"314","1314","327","16",1.30424714422903,"F",1,2,0.123799763922829
"315","1315","895","242",-0.588435262839344,"M",1,2,-0.242044959674329
"316","1316","511","642",0.259070224166929,"F",1,2,-1.02673306992013
"317","1317","267","794",0.950392029169385,"M",1,1,3.53583263257191
"318","1318","493","954",-0.104698667039084,"F",1,1,0.134247319441352
"319","1319","7","472",0.0137155366274771,"M",1,3,4.30273256531484
"320","1320","983","262",0.325098299863397,"F",1,3,2.13786756464303
"321","1321","793","748",0.291037119854779,"M",1,1,3.12303724605871
"322","1322","699","424",0.474419008058452,"F",1,3,2.60921156009582
"323","1323","641","720",-1.15539588223122,"M",1,3,2.9378770854803
"324","1324","637","1000",-0.642726235744332,"F",1,3,1.17241810850298
"325","1325","285","196",0.928626987307499,"M",1,2,0.408087126229797
"326","1326","223","522",-0.184347641018379,"F",1,3,1.95329312482761
"327","1327","621","180",-0.243808068174787,"M",1,2,1.07723872238025
"328","1328","643","790",0.479073848863707,"F",1,2,0.208862868095851
"329","1329","207","376",0.64480712728439,"M",1,1,2.65860118738543
"330","1330","439","126",-0.0783959510442005,"F",1,3,3.3715227612994
"331","1331","853","142",0.652329034782321,"M",1,3,4.85667452387874
"332","1332","629","632",-0.242912143333333,"F",1,2,-2.24716004394078
"333","1333","413","568",-0.31963940359791,"M",1,2,0.964598558298805
"334","1334","615","42",0.435962501322138,"F",1,1,1.16313875576975
"335","1335","399","62",0.480650652721837,"M",1,3,3.74815461207608
"336","1336","835","440",-0.0835559278451815,"F",1,1,0.808511084948138
"337","1337","931","162",-1.42655272727637,"M",1,3,2.16061395472545
"338","1338","301","178",-0.0417728747404403,"F",1,3,3.42308876341185
"339","1339","445","626",-0.112983655374301,"M",1,2,0.639989446749246
"340","1340","887","204",0.205144657234381,"F",1,2,-0.391795626762401
"341","1341","197","278",0.375883730326452,"M",1,1,2.76431028394996
"342","1342","681","938",1.35579733426243,"F",1,3,2.44786198395863
"343","1343","151","216",-0.145834292497614,"M",1,3,4.66398030469628
"344","1344","307","946",0.927935377527646,"F",1,1,0.821581022478973
"345","1345","759","524",0.821375519219595,"M",1,2,1.00830574574099
"346","1346","239","860",-0.264292914418377,"F",1,1,-1.41686023874221
"347","1347","95","108",0.157804154843581,"M",1,3,4.7704158088249
"348","1348","211","46",-0.288504612164047,"F",1,3,1.80549657737651
"349","1349","457","570",-0.118416118137762,"M",1,1,1.06433423559207
"350","1350","427","836",0.343047129679081,"F",1,1,-0.00775233158039812
"351","1351","651","288",-0.128430252905633,"M",1,3,3.73051058381638
"352","1352","191","706",-0.755511604617355,"F",1,1,-0.815150152173715
"353","1353","653","442",0.256844093770695,"M",1,1,3.15038132968548
"354","1354","561","526",0.801771517354056,"F",1,2,-0.33657046628784
"355","1355","209","574",0.574050437318576,"M",1,2,1.8307934280236
"356","1356","889","496",0.314561039092988,"F",1,2,0.167579873193267
"357","1357","259","866",-0.338004071203542,"M",1,1,0.976139605316932
"358","1358","675","172",-0.138067312290428,"F",1,1,0.757054239405999
"359","1359","85","808",-0.0238377338251683,"M",1,2,0.134597301513234
"360","1360","741","450",0.276003796305717,"F",1,3,2.76417386111516
"361","1361","639","624",-0.125045950042652,"M",1,3,4.52901885682774
"362","1362","973","916",0.0313522754743877,"F",1,1,-0.858771884817773
"363","1363","327","426",-1.05065792854328,"M",1,1,0.74228267448625
"364","1364","895","902",0.0163868176226679,"F",1,1,0.527602945251661
"365","1365","511","274",0.423468160223002,"M",1,1,1.27891754675565
"366","1366","267","996",1.42722273583911,"F",1,1,1.66435116469747
"367","1367","493","848",1.35819542820687,"M",1,3,6.14009137853918
"368","1368","7","844",0.395290389072072,"F",1,2,-0.200065727521103
"369","1369","983","276",0.0488568331967741,"M",1,3,2.77762338824151
"370","1370","793","356",-0.75228744112471,"F",1,3,0.173070201080868
"371","1371","699","958",0.0210846173697474,"M",1,1,1.23241859074444
"372","1372","641","606",0.0536652597229189,"F",1,3,2.4981326171683
"373","1373","637","758",-0.480317920486333,"M",1,2,-0.174014819834572
"374","1374","285","136",0.656838634869103,"F",1,1,0.424142585493999
"375","1375","223","208",0.308883398689008,"M",1,3,4.09922537441612
"376","1376","621","28",-0.2796192553972,"F",1,1,0.373173012182928
"377","1377","643","148",0.644386114289505,"M",1,1,3.27702936662627
"378","1378","207","708",0.190740526000942,"F",1,3,1.77605189795167
"379","1379","439","312",0.159296074605555,"M",1,3,4.30743905819425
"380","1380","853","486",0.995424443906242,"F",1,3,2.88596150645504
"381","1381","629","788",0.282507230166449,"M",1,1,2.87380546978531
"382","1382","413","774",-0.5784626412447,"F",1,1,0.399081019704251
"383","1383","615","256",0.365457495985128,"M",1,2,2.00634696021311
"384","1384","399","6",0.73019324767867,"F",1,2,-0.297248783565794
"385","1385","835","662",-1.20940506162534,"M",1,3,1.5873145869572
"386","1386","931","386",-0.409323556941453,"F",1,3,0.930080322354365
"387","1387","301","782",-0.589177744936122,"M",1,3,3.30325196124901
"388","1388","445","728",0.434927998371805,"F",1,2,-0.633409610580447
"389","1389","887","478",-0.658340689296777,"M",1,3,2.96818736702725
"390","1390","197","340",1.36031654273135,"F",1,2,1.4218137080303
"391","1391","681","188",0.856406132274798,"M",1,2,2.43713531192041
"392","1392","151","396",-0.449679400176898,"F",1,3,0.0992278655981711
"393","1393","307","704",0.563054294984147,"M",1,3,4.33239027664515
"394","1394","759","766",0.576435506359117,"F",1,2,0.833623954445492
"395","1395","239","456",-0.719411446409911,"M",1,2,0.189441736504627
"396","1396","95","240",-0.188785407056909,"F",1,2,-1.14820184905125
"397","1397","211","694",-0.0776581171770305,"M",1,3,4.67315056474276
"398","1398","457","950",0.68484197685918,"F",1,1,-0.300744038555975
"399","1399","427","226",0.0403266812406612,"M",1,2,0.989799354698848
"400","1400","811","214",0.0592382833439472,"F",1,3,0.913061739519973
"401","1401","1339","1256",0.166748973450759,"M",2,3,5.00916873622884
"402","1402","1127","1154",-1.30655876285764,"F",2,3,0.852578176409239
"403","1403","1215","1212",0.454630988269547,"M",2,1,2.60484989408891
"404","1404","1297","1172",0.622713320438805,"F",2,1,0.837022373549174
"405","1405","1269","1118",-0.106104428572837,"M",2,3,2.75722184729143
"406","1406","1233","1120",-0.212242644998799,"F",2,3,1.92335828455067
"407","1407","1383","1240",-0.404800739880528,"M",2,2,0.710661056902565
"408","1408","1093","1222",-0.379597702106894,"F",2,1,-0.901047747121321
"409","1409","1209","1264",0.0102738948183535,"M",2,3,4.56827652202122
"410","1410","1219","1012",0.327719712979278,"F",2,2,-0.922256317561983
"411","1411","1177","1360",0.326706610945125,"M",2,2,1.79140049252218
